"","feature","EM_Percentile_velocity_585","EM_Percentile_o2os_585","EM_Percentile_phos_585","EM_Percentile_tos_585"
"38","Acanthurus_achilles",80.7165437302424,78.5036880927292,90.6217070600632,71.654373024236
"39","Acanthurus_albipectoralis",90,85.6756756756757,87.5675675675676,85.1351351351351
"40","Acanthurus_auranticavus",72.5628140703517,70.5527638190955,84.0201005025126,64.2211055276382
"41","Acanthurus_blochii",73.6936936936937,71.8918918918919,84.4144144144144,66.1261261261261
"42","Acanthurus_dussumieri",71.2235649546828,70.9969788519637,82.3262839879154,67.2205438066465
"43","Acanthurus_fowleri",68.2634730538922,67.9640718562874,80.9880239520958,59.5808383233533
"44","Acanthurus_grammoptilus",79.8816568047337,91.1242603550296,89.9408284023669,75.7396449704142
"45","Acanthurus_guttatus",73.932384341637,75.1779359430605,86.9217081850534,67.8825622775801
"46","Acanthurus_japonicus",68.0327868852459,65.983606557377,80.4644808743169,58.3333333333333
"47","Acanthurus_leucopareius",79.6033994334278,77.2426817752597,88.0075542965061,70.5382436260623
"48","Acanthurus_lineatus",74.0681998413957,74.6233148295004,84.7739888977002,69.4686756542427
"49","Acanthurus_maculiceps",70.2488687782805,70.3619909502262,83.8235294117647,63.1221719457014
"50","Acanthurus_mata",72.272047832586,73.2436472346786,83.3333333333333,69.5067264573991
"51","Acanthurus_nigricans",72.6533628972653,73.909830007391,83.8876570583888,69.8447893569845
"52","Acanthurus_nigricauda",73.0418943533698,71.6757741347905,84.9726775956284,65.7559198542805
"53","Acanthurus_nigrofuscus",74.5426829268293,74.6189024390244,84.9085365853659,69.359756097561
"54","Acanthurus_nigroris",73.1514084507042,74.8239436619718,85.9154929577465,69.1901408450704
"55","Acanthurus_nubilus",73.9814152966405,74.8391708363117,83.8456040028592,70.264474624732
"56","Acanthurus_olivaceus",71.9453376205788,72.1061093247588,83.1189710610932,67.7652733118971
"57","Acanthurus_pyroferus",72.734375,73.671875,85.15625,69.453125
"58","Acanthurus_thompsoni",70.8943089430894,72.1138211382114,84.390243902439,67.479674796748
"59","Acanthurus_triostegus",73.0035335689046,74.3462897526502,83.5335689045936,70.3886925795053
"60","Acanthurus_xanthopterus",73.1014904187367,74.0951029098651,83.4634492547906,70.4045422285309
"61","Acar_domingensis",71.039603960396,71.2046204620462,82.9207920792079,66.006600660066
"62","Acar_plicata",72.8082191780822,74.1095890410959,83.7671232876712,69.9315068493151
"63","Acarnus_caledoniensis",76.5432098765432,56.7901234567901,74.0740740740741,50.6172839506173
"64","Acartia_danae",76.9784172661871,78.4172661870504,85.9712230215827,69.7841726618705
"65","Acartia_negligens",100,100,100,100
"66","Acasta_conica",74.468085106383,73.9770867430442,81.8330605564648,62.0294599018003
"67","Acasta_cyathus",74.7095010252905,76.2132604237867,83.9371155160629,72.0437457279562
"68","Acasta_echinata",66.7117726657645,65.6292286874154,78.7550744248985,60.0811907983762
"69","Acasta_fenestrata",70.3463203463203,68.0735930735931,80.8441558441558,62.012987012987
"70","Acasta_japonica",66.5085388994307,61.9544592030361,79.696394686907,56.3567362428843
"71","Acasta_purpurata",79.4930875576037,76.2672811059908,86.8663594470046,58.7557603686636
"72","Acaudina_molpadioides",66.8903803131991,63.0872483221477,82.1029082774049,58.165548098434
"73","Accalathura_themeda",86.096256684492,81.8181818181818,93.5828877005348,77.5401069518716
"74","Acentrogobius_janthinopterus",69.8203592814371,67.9041916167665,81.7964071856287,60.3592814371257
"75","Acentrogobius_moloanus",69.9136868064118,67.0776818742293,81.750924784217,59.9260172626387
"76","Acentrogobius_nebulosus",68.2626538987688,65.389876880985,80.8481532147743,57.4555403556772
"77","Acentrogobius_suluensis",67.7142857142857,70.2857142857143,82.4285714285714,62.1428571428571
"78","Acentronura_breviperula",70.0795228628231,69.3836978131213,81.8091451292246,64.3141153081511
"79","Acesta_rathbuni",66.2295081967213,63.7158469945355,81.9672131147541,59.0163934426229
"80","Achaeus_curvirostris",66.991643454039,64.2061281337047,80.3621169916434,57.2423398328691
"81","Achaeus_lacertosus",68.6980609418283,68.1440443213296,81.5789473684211,59.5567867036011
"82","Achelia_assimilis",69.825918762089,67.7627337201805,82.0116054158607,62.9916183107673
"83","Achelia_besnardi",71.8681318681319,71.978021978022,84.1758241758242,65.2747252747253
"84","Achelia_nana",72.5984251968504,68.8976377952756,80.4724409448819,62.9133858267717
"85","Achelia_sawayai",72.7785613540197,74.3300423131171,83.7094499294781,70.3102961918195
"86","Aciculites_orientalis",77.9392338177014,78.4676354029062,84.4121532364597,77.2787318361955
"87","Aciculites_tulearensis",67.3708920187793,65.2582159624413,83.0985915492958,59.5070422535211
"88","Acoetes_pacifica",80,92.5925925925926,88.1481481481482,90
"89","Acreichthys_radiatus",72.2169362511893,71.7411988582303,82.9686013320647,65.080875356803
"90","Acreichthys_tomentosus",69.4029850746269,68.2835820895522,81.8407960199005,61.6915422885572
"91","Acrocalanus_gibber",68.5695958948044,62.7966645285439,81.4624759461193,59.781911481719
