"","feature","EM_Percentile_tos_585","MM-NorESM2-MM_Percentile_tos_585","MM-IPSL-CM6A-LR_Percentile_tos_585","MM-GFDL-ESM4_Percentile_tos_585","MM-CMCC-ESM2_Percentile_tos_585","MM-CanESM5_Percentile_tos_585"
"18","Acanthaster_planci",68.8548504741065,72.9394602479942,76.8781911013859,68.3442742523705,68.6360320933625,68.8548504741065
"19","Acanthastrea_echinata",68.1148176881303,72.3041117145074,77.7346780449961,67.5717610550815,68.1148176881303,68.1148176881303
"20","Acanthastrea_ishigakiensis",64.373232799246,70.1225259189444,74.5523091423186,64.6559849198869,64.9387370405278,64.373232799246
"21","Acanthaxius_miyazakiensis",63.3628318584071,68.8495575221239,74.8672566371681,63.3628318584071,62.9203539823009,63.3628318584071
"22","Acanthaxius_spinosissimus",63.5752688172043,70.8333333333333,77.4193548387097,64.3817204301075,67.3387096774193,63.5752688172043
"23","Acanthella_cavernosa",63.2277834525025,70.582226762002,75.7916241062308,63.5342185903984,63.9427987742594,63.2277834525025
"24","Acanthella_costata",63.2116788321168,72.992700729927,76.9343065693431,66.8613138686131,64.8175182481752,63.2116788321168
"25","Acanthephyra_eximia",71.4200528154017,69.3841042678252,72.016355737286,69.315955362467,64.068489649885,71.4200528154017
"26","Acanthephyra_quadrispinosa",61.4854894244958,61.6330545991146,75.3566158386621,55.6320708312838,59.8622725036891,61.4854894244958
"27","Acanthephyra_smithi",55.1286110011872,50.5896319746735,55.8607043925603,56.6877720617333,53.4744756628413,55.1286110011872
"28","Acanthochaetetes_wellsi",74.9596122778675,78.3521809369952,80.1292407108239,81.2600969305331,73.8287560581583,74.9596122778675
"29","Acanthocybium_solandri",56.1169633127497,53.2582637123138,55.6992371957864,58.0094442426444,54.0610243370868,56.1169633127497
"30","Acanthodendrilla_australis",62.6865671641791,88.0597014925373,86.5671641791045,91.7910447761194,57.4626865671642,62.6865671641791
"31","Acanthogorgia_spinosa",74.7058823529412,92.3529411764706,89.4117647058824,88.8235294117647,66.4705882352941,74.7058823529412
"32","Acanthophora_spicifera",68.3130699088146,72.7963525835866,78.7234042553192,67.4772036474164,68.0851063829787,68.3130699088146
"33","Acanthopleura_gemmata",64.7427854454203,72.2710163111669,78.168130489335,65.3701380175659,64.9937264742785,64.7427854454203
"34","Acanthopleura_spinosa",55.607476635514,64.018691588785,71.0280373831776,53.4267912772586,57.4766355140187,55.607476635514
"35","Acanthosphex_leurynnis",60.2244389027431,65.71072319202,68.0798004987531,56.9825436408978,60.3491271820449,60.2244389027431
"36","Acanthosquilla_derijardi",67.5287356321839,71.8390804597701,75.5028735632184,66.5229885057471,66.3793103448276,67.5287356321839
"37","Acanthosquilla_multifasciata",66.2650602409639,72.0481927710843,76.0240963855422,65.7831325301205,65.4216867469879,66.2650602409639
"38","Acanthurus_achilles",70.7060063224447,75.7639620653319,85.6691253951528,73.1296101159115,71.5489989462592,70.7060063224447
"39","Acanthurus_albipectoralis",79.1891891891892,92.972972972973,94.0540540540541,88.6486486486487,74.5945945945946,79.1891891891892
"40","Acanthurus_auranticavus",63.6180904522613,72.0603015075377,77.0854271356784,63.5175879396985,64.1206030150754,63.6180904522613
"41","Acanthurus_blochii",64.8648648648649,72.1621621621622,77.2072072072072,64.8648648648649,65.1351351351351,64.8648648648649
"42","Acanthurus_dussumieri",65.7099697885196,70.5438066465257,73.7915407854985,64.8791540785498,65.3323262839879,65.7099697885196
"43","Acanthurus_fowleri",60.4790419161677,68.7125748502994,73.3532934131736,56.8862275449102,60.9281437125748,60.4790419161677
"44","Acanthurus_grammoptilus",73.3727810650888,83.4319526627219,85.207100591716,75.1479289940828,71.0059171597633,73.3727810650888
"45","Acanthurus_guttatus",67.6156583629893,73.6654804270463,78.914590747331,68.3274021352313,67.3487544483986,67.6156583629893
"46","Acanthurus_japonicus",58.6065573770492,64.6174863387978,70.7650273224044,55.1912568306011,59.5628415300546,58.6065573770492
"47","Acanthurus_leucopareius",69.3106704438149,75.4485363550519,79.9811142587346,71.671388101983,69.4050991501417,69.3106704438149
"48","Acanthurus_lineatus",67.8826328310864,73.0372720063442,79.5400475812847,67.5654242664552,67.8826328310864,67.8826328310864
"49","Acanthurus_maculiceps",63.1221719457014,67.3076923076923,73.868778280543,59.1628959276018,65.2714932126697,63.1221719457014
"50","Acanthurus_mata",68.4603886397608,72.1973094170404,75.5605381165919,67.1150971599402,67.7877428998505,68.4603886397608
"51","Acanthurus_nigricans",68.5144124168514,72.7272727272727,76.1271249076127,67.7014042867701,67.9231337767923,68.5144124168514
"52","Acanthurus_nigricauda",65.0273224043716,71.6757741347905,77.0491803278689,65.0273224043716,65.3916211293261,65.0273224043716
"53","Acanthurus_nigrofuscus",68.0640243902439,72.6371951219512,78.8871951219512,67.7591463414634,68.2926829268293,68.0640243902439
"54","Acanthurus_nigroris",68.2218309859155,74.2077464788732,76.4084507042253,69.5422535211268,68.6619718309859,68.2218309859155
"55","Acanthurus_nubilus",69.6926375982845,74.3388134381701,76.9120800571837,69.192280200143,69.4067190850608,69.6926375982845
"56","Acanthurus_olivaceus",66.5594855305466,71.2218649517685,74.5980707395498,65.5948553054662,66.4790996784566,66.5594855305466
"57","Acanthurus_pyroferus",68.359375,73.4375,76.796875,67.5,67.65625,68.359375
"58","Acanthurus_thompsoni",66.6666666666667,72.4390243902439,74.9593495934959,66.1788617886179,66.5040650406504,66.6666666666667
"59","Acanthurus_triostegus",68.9752650176678,72.9328621908127,76.0424028268551,68.1978798586572,68.1272084805654,68.9752650176678
