"","feature","EM-Percentile-tos-585","EM-Percentile-tos-245","EM-Percentile-tos-126"
"5098","Mitra_tabanula",64.9089165867689,60.4985618408437,65.4841802492809
"5099","Mitra_tuberosa",63.9705882352941,59.2436974789916,64.7058823529412
"5100","Mitra_turgida",65.0916104146577,60.2700096432015,64.8023143683703
"5101","Mitra_typha",63.5862068965517,58.4827586206897,63.1724137931034
"5102","Mitra_ustulata",64.6279306829766,60.8562691131498,64.6279306829766
"5103","Mitra_vexillum",56.5656565656566,53.6796536796537,59.8845598845599
"5104","Mitrella_loyaltyensis",82.843137254902,79.4117647058823,77.4509803921569
"5105","Mitrella_margarita",70.1977401129944,67.5141242937853,70.1977401129944
"5106","Mitrella_marquesa",60.3053435114504,57.2519083969466,65.3944020356234
"5107","Mitrella_mindorensis",65.9403669724771,62.5,67.545871559633
"5108","Mitrella_moleculina",63.5364635364635,59.9400599400599,64.3356643356643
"5109","Mitrella_nympha",64.7683397683398,60.4247104247104,64.6718146718147
"5110","Mitrella_puella",65.4970760233918,60.7212475633528,65.8869395711501
"5111","Mitrella_rorida",66.4615384615385,62.7692307692308,66.4615384615385
"5112","Mitromorpha_dorcas",64.7943037974684,59.5727848101266,65.9810126582278
"5113","Mitromorpha_metula",65.7762938230384,59.5158597662771,65.9432387312187
"5114","Mitsukurina_owstoni",100,100,100
"5115","Miyakea_nepa",57.001414427157,53.6067892503536,59.6888260254597
"5116","Miyakella_nepa",63.0346232179226,59.3686354378819,64.1547861507128
"5117","Mobula_alfredi",68.1136543014996,64.7987371744278,69.060773480663
"5118","Mobula_birostris",69.9517574086837,66.9882839421089,69.5382494831151
"5119","Mobula_eregoodootenkee",37.10150794454,35.3607934419593,36.2615119927133
"5120","Mobula_japanica",57.3047858942065,52.5188916876574,58.4382871536524
"5121","Mobula_kuhlii",37.089914945322,35.3786958282706,36.0976103685703
"5122","Mobula_tarapacana",38.6602955490665,40.4035041146801,38.3859835412795
"5123","Mobula_thurstoni",40.3752181500873,42.1815008726003,39.8342059336824
"5124","Modeeria_rotunda",92.6605504587156,94.0366972477064,91.743119266055
"5125","Modiolatus_flavidus",43.6039099022524,38.1640458988525,34.3816404589885
"5126","Modiolus_aratus",59.0163934426229,55.2332912988651,61.6645649432535
"5127","Modiolus_auriculatus",69.159599074788,66.3068619892059,68.6969930609098
"5128","Modiolus_capax",88.2352941176471,88.9705882352941,88.2352941176471
"5129","Modiolus_demissus",63.8461538461538,58.6538461538462,69.4230769230769
